premise,hypothesis,prediction,pred_label,gold_label
All four waiters that were boring Paul have telephoned.,There aren't exactly four waiters that were boring Paul.,"{'entailment': 0.3, 'neutral': 1.9, 'contradiction': 97.8}",contradiction,contradiction
All four waiters that were boring Paul have telephoned.,There are exactly four pedestrians that were boring Paul.,"{'entailment': 1.0, 'neutral': 3.4, 'contradiction': 95.6}",contradiction,neutral
All four waiters that were boring Paul haven't telephoned.,There are exactly four waiters that were boring Paul.,"{'entailment': 38.6, 'neutral': 58.9, 'contradiction': 2.5}",neutral,entailment
All four waiters that were boring Paul haven't telephoned.,There aren't exactly four waiters that were boring Paul.,"{'entailment': 1.4, 'neutral': 5.7, 'contradiction': 92.9}",contradiction,contradiction
All four waiters that were boring Paul haven't telephoned.,There are exactly four pedestrians that were boring Paul.,"{'entailment': 0.5, 'neutral': 2.3, 'contradiction': 97.1}",contradiction,neutral
Have all four waiters that were boring Paul telephoned?,There are exactly four waiters that were boring Paul.,"{'entailment': 4.0, 'neutral': 94.5, 'contradiction': 1.5}",neutral,entailment
Have all four waiters that were boring Paul telephoned?,There aren't exactly four waiters that were boring Paul.,"{'entailment': 3.6, 'neutral': 27.0, 'contradiction': 69.4}",contradiction,contradiction
Have all four waiters that were boring Paul telephoned?,There are exactly four pedestrians that were boring Paul.,"{'entailment': 0.4, 'neutral': 8.5, 'contradiction': 91.1}",contradiction,neutral
All four waiters that were boring Paul might have telephoned.,There are exactly four waiters that were boring Paul.,"{'entailment': 32.0, 'neutral': 64.3, 'contradiction': 3.7}",neutral,entailment
All four waiters that were boring Paul might have telephoned.,There aren't exactly four waiters that were boring Paul.,"{'entailment': 1.3, 'neutral': 5.4, 'contradiction': 93.4}",contradiction,contradiction
All four waiters that were boring Paul might have telephoned.,There are exactly four pedestrians that were boring Paul.,"{'entailment': 0.3, 'neutral': 1.5, 'contradiction': 98.2}",contradiction,neutral
"If all four waiters that were boring Paul have telephoned, it's okay.",There are exactly four waiters that were boring Paul.,"{'entailment': 5.3, 'neutral': 93.6, 'contradiction': 1.1}",neutral,entailment
"If all four waiters that were boring Paul have telephoned, it's okay.",There aren't exactly four waiters that were boring Paul.,"{'entailment': 1.7, 'neutral': 13.5, 'contradiction': 84.8}",contradiction,contradiction
"If all four waiters that were boring Paul have telephoned, it's okay.",There are exactly four pedestrians that were boring Paul.,"{'entailment': 0.6, 'neutral': 9.4, 'contradiction': 90.0}",contradiction,neutral
All four waiters that were boring Paul haven't telephoned.,All four waiters that were boring Paul have telephoned.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Have all four waiters that were boring Paul telephoned?,All four waiters that were boring Paul have telephoned.,"{'entailment': 31.4, 'neutral': 63.8, 'contradiction': 4.8}",neutral,neutral
All four waiters that were boring Paul might have telephoned.,All four waiters that were boring Paul have telephoned.,"{'entailment': 6.8, 'neutral': 74.6, 'contradiction': 18.6}",contradiction,neutral
"If all four waiters that were boring Paul have telephoned, it's okay.",All four waiters that were boring Paul have telephoned.,"{'entailment': 57.8, 'neutral': 39.9, 'contradiction': 2.3}",entailment,neutral
The ten women that talk did implore Pamela to bore Kenneth.,There are exactly ten women that talk.,"{'entailment': 42.6, 'neutral': 56.4, 'contradiction': 0.9}",neutral,entailment
The ten women that talk did implore Pamela to bore Kenneth.,There aren't exactly ten women that talk.,"{'entailment': 0.7, 'neutral': 3.9, 'contradiction': 95.4}",contradiction,contradiction
The ten women that talk did implore Pamela to bore Kenneth.,There are exactly ten committees that talk.,"{'entailment': 4.5, 'neutral': 73.2, 'contradiction': 22.3}",contradiction,neutral
The ten women that talk didn't implore Pamela to bore Kenneth.,There are exactly ten women that talk.,"{'entailment': 34.5, 'neutral': 64.1, 'contradiction': 1.4}",neutral,entailment
The ten women that talk didn't implore Pamela to bore Kenneth.,There aren't exactly ten women that talk.,"{'entailment': 1.0, 'neutral': 6.0, 'contradiction': 93.0}",contradiction,contradiction
The ten women that talk didn't implore Pamela to bore Kenneth.,There are exactly ten committees that talk.,"{'entailment': 3.3, 'neutral': 70.3, 'contradiction': 26.4}",contradiction,neutral
Did the ten women that talk implore Pamela to bore Kenneth?,There are exactly ten women that talk.,"{'entailment': 7.9, 'neutral': 90.5, 'contradiction': 1.6}",neutral,entailment
Did the ten women that talk implore Pamela to bore Kenneth?,There aren't exactly ten women that talk.,"{'entailment': 0.9, 'neutral': 8.7, 'contradiction': 90.4}",contradiction,contradiction
Did the ten women that talk implore Pamela to bore Kenneth?,There are exactly ten committees that talk.,"{'entailment': 1.5, 'neutral': 64.1, 'contradiction': 34.4}",contradiction,neutral
The ten women that talk might have implored Pamela to bore Kenneth.,There are exactly ten women that talk.,"{'entailment': 30.2, 'neutral': 67.5, 'contradiction': 2.3}",neutral,entailment
The ten women that talk might have implored Pamela to bore Kenneth.,There aren't exactly ten women that talk.,"{'entailment': 1.4, 'neutral': 6.9, 'contradiction': 91.7}",contradiction,contradiction
The ten women that talk might have implored Pamela to bore Kenneth.,There are exactly ten committees that talk.,"{'entailment': 2.8, 'neutral': 49.8, 'contradiction': 47.4}",contradiction,neutral
"If the ten women that talk did implore Pamela to bore Kenneth, it's okay.",There are exactly ten women that talk.,"{'entailment': 9.2, 'neutral': 90.0, 'contradiction': 0.8}",neutral,entailment
"If the ten women that talk did implore Pamela to bore Kenneth, it's okay.",There aren't exactly ten women that talk.,"{'entailment': 0.9, 'neutral': 8.2, 'contradiction': 90.9}",contradiction,contradiction
"If the ten women that talk did implore Pamela to bore Kenneth, it's okay.",There are exactly ten committees that talk.,"{'entailment': 2.3, 'neutral': 83.0, 'contradiction': 14.7}",contradiction,neutral
The ten women that talk didn't implore Pamela to bore Kenneth.,The ten women that talk did implore Pamela to bore Kenneth.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,contradiction
Did the ten women that talk implore Pamela to bore Kenneth?,The ten women that talk did implore Pamela to bore Kenneth.,"{'entailment': 0.8, 'neutral': 98.0, 'contradiction': 1.2}",contradiction,neutral
The ten women that talk might have implored Pamela to bore Kenneth.,The ten women that talk did implore Pamela to bore Kenneth.,"{'entailment': 0.8, 'neutral': 95.2, 'contradiction': 4.0}",contradiction,neutral
"If the ten women that talk did implore Pamela to bore Kenneth, it's okay.",The ten women that talk did implore Pamela to bore Kenneth.,"{'entailment': 12.4, 'neutral': 86.3, 'contradiction': 1.3}",neutral,neutral
All nine doctors who reunite wash.,There are exactly nine doctors who reunite.,"{'entailment': 54.7, 'neutral': 43.9, 'contradiction': 1.4}",entailment,entailment
All nine doctors who reunite wash.,There aren't exactly nine doctors who reunite.,"{'entailment': 0.4, 'neutral': 2.7, 'contradiction': 96.9}",contradiction,contradiction
All nine doctors who reunite wash.,There are exactly nine senators who reunite.,"{'entailment': 0.1, 'neutral': 0.7, 'contradiction': 99.2}",contradiction,neutral
All nine doctors who reunite don't wash.,There are exactly nine doctors who reunite.,"{'entailment': 41.1, 'neutral': 56.8, 'contradiction': 2.2}",neutral,entailment
All nine doctors who reunite don't wash.,There aren't exactly nine doctors who reunite.,"{'entailment': 0.5, 'neutral': 2.5, 'contradiction': 97.0}",contradiction,contradiction
All nine doctors who reunite don't wash.,There are exactly nine senators who reunite.,"{'entailment': 0.1, 'neutral': 0.3, 'contradiction': 99.6}",contradiction,neutral
Do all nine doctors who reunite wash?,There are exactly nine doctors who reunite.,"{'entailment': 6.6, 'neutral': 91.0, 'contradiction': 2.4}",neutral,entailment
Do all nine doctors who reunite wash?,There aren't exactly nine doctors who reunite.,"{'entailment': 2.0, 'neutral': 14.5, 'contradiction': 83.5}",contradiction,contradiction
Do all nine doctors who reunite wash?,There are exactly nine senators who reunite.,"{'entailment': 0.1, 'neutral': 1.0, 'contradiction': 98.9}",contradiction,neutral
All nine doctors who reunite might wash.,There are exactly nine doctors who reunite.,"{'entailment': 34.9, 'neutral': 61.1, 'contradiction': 4.0}",neutral,entailment
All nine doctors who reunite might wash.,There aren't exactly nine doctors who reunite.,"{'entailment': 2.1, 'neutral': 10.0, 'contradiction': 87.9}",contradiction,contradiction
All nine doctors who reunite might wash.,There are exactly nine senators who reunite.,"{'entailment': 0.1, 'neutral': 0.5, 'contradiction': 99.5}",contradiction,neutral
"If all nine doctors who reunite wash, it's okay.",There are exactly nine doctors who reunite.,"{'entailment': 13.3, 'neutral': 85.5, 'contradiction': 1.2}",neutral,entailment
"If all nine doctors who reunite wash, it's okay.",There aren't exactly nine doctors who reunite.,"{'entailment': 5.1, 'neutral': 34.9, 'contradiction': 60.0}",contradiction,contradiction
"If all nine doctors who reunite wash, it's okay.",There are exactly nine senators who reunite.,"{'entailment': 0.1, 'neutral': 1.4, 'contradiction': 98.5}",contradiction,neutral
All nine doctors who reunite don't wash.,All nine doctors who reunite wash.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.9}",contradiction,contradiction
Do all nine doctors who reunite wash?,All nine doctors who reunite wash.,"{'entailment': 52.3, 'neutral': 41.3, 'contradiction': 6.4}",entailment,neutral
All nine doctors who reunite might wash.,All nine doctors who reunite wash.,"{'entailment': 18.5, 'neutral': 66.0, 'contradiction': 15.5}",neutral,neutral
"If all nine doctors who reunite wash, it's okay.",All nine doctors who reunite wash.,"{'entailment': 95.3, 'neutral': 4.4, 'contradiction': 0.4}",entailment,neutral
All four ladies that didn't bother the Impressionists muttered.,There are exactly four ladies that didn't bother the Impressionists.,"{'entailment': 61.1, 'neutral': 37.9, 'contradiction': 1.0}",entailment,entailment
All four ladies that didn't bother the Impressionists muttered.,There are exactly five ladies that didn't bother the Impressionists.,"{'entailment': 0.4, 'neutral': 2.3, 'contradiction': 97.2}",contradiction,contradiction
All four ladies that didn't bother the Impressionists muttered.,There are exactly four dancers that didn't bother the Impressionists.,"{'entailment': 0.3, 'neutral': 99.2, 'contradiction': 0.4}",contradiction,neutral
All four ladies that didn't bother the Impressionists didn't mutter.,There are exactly four ladies that didn't bother the Impressionists.,"{'entailment': 61.4, 'neutral': 37.5, 'contradiction': 1.1}",entailment,entailment
All four ladies that didn't bother the Impressionists didn't mutter.,There are exactly five ladies that didn't bother the Impressionists.,"{'entailment': 0.4, 'neutral': 1.3, 'contradiction': 98.3}",contradiction,contradiction
