premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
"If all eight skateboards that hadn't annoyed Amelia were astounding Christina, it's okay.",There are exactly eight books that hadn't annoyed Amelia.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,147n,7,all_n_presupposition
All eight skateboards that hadn't annoyed Amelia weren't astounding Christina.,All eight skateboards that hadn't annoyed Amelia were astounding Christina.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,148c,7,all_n_presupposition
Were all eight skateboards that hadn't annoyed Amelia astounding Christina?,All eight skateboards that hadn't annoyed Amelia were astounding Christina.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,149n,7,all_n_presupposition
All eight skateboards that hadn't annoyed Amelia might have been astounding Christina.,All eight skateboards that hadn't annoyed Amelia were astounding Christina.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,150n,7,all_n_presupposition
"If all eight skateboards that hadn't annoyed Amelia were astounding Christina, it's okay.",All eight skateboards that hadn't annoyed Amelia were astounding Christina.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,151n,7,all_n_presupposition
All four waiters that were boring Paul have telephoned.,There are exactly four waiters that were boring Paul.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,152e,8,all_n_presupposition
All four waiters that were boring Paul have telephoned.,There aren't exactly four waiters that were boring Paul.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,153c,8,all_n_presupposition
All four waiters that were boring Paul have telephoned.,There are exactly four pedestrians that were boring Paul.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,154n,8,all_n_presupposition
All four waiters that were boring Paul haven't telephoned.,There are exactly four waiters that were boring Paul.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,155e,8,all_n_presupposition
All four waiters that were boring Paul haven't telephoned.,There aren't exactly four waiters that were boring Paul.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,156c,8,all_n_presupposition
All four waiters that were boring Paul haven't telephoned.,There are exactly four pedestrians that were boring Paul.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,157n,8,all_n_presupposition
Have all four waiters that were boring Paul telephoned?,There are exactly four waiters that were boring Paul.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,158e,8,all_n_presupposition
Have all four waiters that were boring Paul telephoned?,There aren't exactly four waiters that were boring Paul.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,159c,8,all_n_presupposition
Have all four waiters that were boring Paul telephoned?,There are exactly four pedestrians that were boring Paul.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,160n,8,all_n_presupposition
All four waiters that were boring Paul might have telephoned.,There are exactly four waiters that were boring Paul.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,161e,8,all_n_presupposition
All four waiters that were boring Paul might have telephoned.,There aren't exactly four waiters that were boring Paul.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,162c,8,all_n_presupposition
All four waiters that were boring Paul might have telephoned.,There are exactly four pedestrians that were boring Paul.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,163n,8,all_n_presupposition
"If all four waiters that were boring Paul have telephoned, it's okay.",There are exactly four waiters that were boring Paul.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,164e,8,all_n_presupposition
"If all four waiters that were boring Paul have telephoned, it's okay.",There aren't exactly four waiters that were boring Paul.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,165c,8,all_n_presupposition
"If all four waiters that were boring Paul have telephoned, it's okay.",There are exactly four pedestrians that were boring Paul.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,166n,8,all_n_presupposition
All four waiters that were boring Paul haven't telephoned.,All four waiters that were boring Paul have telephoned.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,167c,8,all_n_presupposition
Have all four waiters that were boring Paul telephoned?,All four waiters that were boring Paul have telephoned.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,168n,8,all_n_presupposition
All four waiters that were boring Paul might have telephoned.,All four waiters that were boring Paul have telephoned.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,169n,8,all_n_presupposition
"If all four waiters that were boring Paul have telephoned, it's okay.",All four waiters that were boring Paul have telephoned.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,170n,8,all_n_presupposition
The ten women that talk did implore Pamela to bore Kenneth.,There are exactly ten women that talk.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,171e,9,all_n_presupposition
The ten women that talk did implore Pamela to bore Kenneth.,There aren't exactly ten women that talk.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,172c,9,all_n_presupposition
The ten women that talk did implore Pamela to bore Kenneth.,There are exactly ten committees that talk.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,173n,9,all_n_presupposition
The ten women that talk didn't implore Pamela to bore Kenneth.,There are exactly ten women that talk.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,174e,9,all_n_presupposition
The ten women that talk didn't implore Pamela to bore Kenneth.,There aren't exactly ten women that talk.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,175c,9,all_n_presupposition
The ten women that talk didn't implore Pamela to bore Kenneth.,There are exactly ten committees that talk.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,176n,9,all_n_presupposition
Did the ten women that talk implore Pamela to bore Kenneth?,There are exactly ten women that talk.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,177e,9,all_n_presupposition
Did the ten women that talk implore Pamela to bore Kenneth?,There aren't exactly ten women that talk.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,178c,9,all_n_presupposition
Did the ten women that talk implore Pamela to bore Kenneth?,There are exactly ten committees that talk.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,179n,9,all_n_presupposition
The ten women that talk might have implored Pamela to bore Kenneth.,There are exactly ten women that talk.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,180e,9,all_n_presupposition
The ten women that talk might have implored Pamela to bore Kenneth.,There aren't exactly ten women that talk.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,181c,9,all_n_presupposition
The ten women that talk might have implored Pamela to bore Kenneth.,There are exactly ten committees that talk.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,182n,9,all_n_presupposition
"If the ten women that talk did implore Pamela to bore Kenneth, it's okay.",There are exactly ten women that talk.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,183e,9,all_n_presupposition
"If the ten women that talk did implore Pamela to bore Kenneth, it's okay.",There aren't exactly ten women that talk.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,184c,9,all_n_presupposition
"If the ten women that talk did implore Pamela to bore Kenneth, it's okay.",There are exactly ten committees that talk.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,185n,9,all_n_presupposition
The ten women that talk didn't implore Pamela to bore Kenneth.,The ten women that talk did implore Pamela to bore Kenneth.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,186c,9,all_n_presupposition
Did the ten women that talk implore Pamela to bore Kenneth?,The ten women that talk did implore Pamela to bore Kenneth.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,187n,9,all_n_presupposition
The ten women that talk might have implored Pamela to bore Kenneth.,The ten women that talk did implore Pamela to bore Kenneth.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,188n,9,all_n_presupposition
"If the ten women that talk did implore Pamela to bore Kenneth, it's okay.",The ten women that talk did implore Pamela to bore Kenneth.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,189n,9,all_n_presupposition
All nine doctors who reunite wash.,There are exactly nine doctors who reunite.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,190e,10,all_n_presupposition
All nine doctors who reunite wash.,There aren't exactly nine doctors who reunite.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,191c,10,all_n_presupposition
All nine doctors who reunite wash.,There are exactly nine senators who reunite.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,192n,10,all_n_presupposition
All nine doctors who reunite don't wash.,There are exactly nine doctors who reunite.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,193e,10,all_n_presupposition
All nine doctors who reunite don't wash.,There aren't exactly nine doctors who reunite.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,194c,10,all_n_presupposition
All nine doctors who reunite don't wash.,There are exactly nine senators who reunite.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,195n,10,all_n_presupposition
Do all nine doctors who reunite wash?,There are exactly nine doctors who reunite.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,196e,10,all_n_presupposition
